Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
3/31/16,Pgd Ben Thanh,PGD Ben Thanh - 19 Phan HO CHI MINH,92.15,debit,Restaurants,Investor Checking,,
3/29/16,K Hoa Kgt,K HOA KGT SAILING CLUB KHANHHOA,47.06,debit,Uncategorized,Investor Checking,,
3/29/16,Transfer to CHASE COLLEGE,Electronic Withdrawal,80,debit,Transfer,Investor Checking,,
3/29/16,Acb ATM Nha,ACB ATM NHA HANG OCDAO KHANHHOA 01,91.21,debit,Cash & ATM,Investor Checking,,
3/29/16,K Hoa Kgt,K HOA KGT SAILING CLUB KHANHHOA,47.06,debit,Uncategorized,Investor Checking,,
3/29/16,Acb ATM Nha,ACB ATM NHA HANG OCDAO KHANHHOA 01,91.21,debit,Cash & ATM,Investor Checking,,
3/28/16,Acb ATM Nha,ACB ATM NHA HANG OCDAO KHANHHOA 01,91.09,debit,Cash & ATM,Investor Checking,,
3/27/16,K Hoa Kgt,K HOA KGT SAILING CLUB KHANHHOA,47,debit,Uncategorized,Investor Checking,,
3/27/16,Acb ATM Nha,ACB ATM NHA HANG OCDAO KHANHHOA 01,91.09,debit,Cash & ATM,Investor Checking,,
3/26/16,Acb ATM Nha,ACB ATM NHA HANG OCDAO KHANHHOA 01,91.09,debit,Cash & ATM,Investor Checking,,
3/25/16,Deposit,Electronic Deposit,200,credit,Income,Investor Checking,,
3/25/16,Deposit,Electronic Deposit,300,credit,Income,Investor Checking,,
3/25/16,Acb ATM Nha,ACB ATM NHA HANG OCDAO KHANHHOA 01,90.97,debit,Cash & ATM,Investor Checking,,
3/24/16,Acb ATM Nha,ACB ATM NHA HANG OCDAO KHANHHOA 01,90.95,debit,Cash & ATM,Investor Checking,,
3/22/16,Transfer to CHASE COLLEGE,Electronic Withdrawal,620.49,debit,Transfer,Investor Checking,,
3/22/16,Acb ATM Nha,ACB ATM NHA HANG OCDAO KHANHHOA 01,91.28,debit,Cash & ATM,Investor Checking,,
3/21/16,Acb ATM Nha,ACB ATM NHA HANG OCDAO KHANHHOA 01,91.29,debit,Cash & ATM,Investor Checking,,
3/20/16,K Hoa Kgt,K HOA KGT SAILING CLUB KHANHHOA,47.1,debit,Uncategorized,Investor Checking,,
3/19/16,Acb ATM Nha,ACB ATM NHA HANG OCDAO KHANHHOA 01,91.29,debit,Cash & ATM,Investor Checking,,
3/17/16,Acb ATM Ks,ACB ATM KS VIEN DONG TPHCM 01,91.28,debit,Cash & ATM,Investor Checking,,
3/16/16,Citibank Vietna Tsn,Citibank Vietna TSN Int Ho Chi Minh,137.24,debit,Financial,Investor Checking,,
3/15/16,Krung Thai,KRUNG THAI BANK SI LOM BKK,65.76,debit,Restaurants,Investor Checking,,
3/14/16,Krung Thai,KRUNG THAI BANK SI LOM BKK,148.56,debit,Restaurants,Investor Checking,,
3/12/16,Krung Thai,KRUNG THAI BANK SI LOM BKK,148.56,debit,Restaurants,Investor Checking,,
3/11/16,Venmo Cashout Tran,VENMO-0 CASHOUT ~ Tran: ACHDD,1608,credit,Income,Investor Checking,,
3/10/16,Deposit,Electronic Deposit,392,credit,Income,Investor Checking,,
3/9/16,Siam Commercia Suvarnab,SIAM COMMERCIA SUVARNAB BANGKOK,147.25,debit,Restaurants,Investor Checking,,
3/9/16,Bangkok Bank Br,BANGKOK BANK/BR.101 BANGKOK,33.98,debit,Uncategorized,Investor Checking,,
3/8/16,Thai Farmers Bank PCL,THAI FARMERS BA BANG RA BANGKOK,59.48,debit,Financial,Investor Checking,,
3/7/16,Transfer from CHASE COLLEGE,AUTOPAY 999990000052342RAUTOPAY AUTO-PMT,33,credit,Credit Card Payment,Citi Simplicity Card,,
3/6/16,Bangkok Bank Br,BANGKOK BANK/BR.101 BANGKOK,147.25,debit,Uncategorized,Investor Checking,,
3/6/16,Siam Commercia Suvarnab,SIAM COMMERCIA SUVARNAB BANGKOK,147.25,debit,Restaurants,Investor Checking,,
3/4/16,Thai Farmers Bank PCL,THAI FARMERS BA TAPAE C CHIANGMAI,146.96,debit,Financial,Investor Checking,,
3/2/16,Thai Farmers Bank PCL,THAI FARMERS BA TAPAE C CHIANGMAI,146.46,debit,Financial,Investor Checking,,
3/2/16,Bangkok Bank Br,BANGKOK BANK/BR.523 CHAINGMAI,75.94,debit,Uncategorized,Investor Checking,,
3/1/16,Thanachart Bank M,THANACHART BANK M-MART PHUKET,146.14,debit,Uncategorized,Investor Checking,,
2/29/16,Interest Paid,Interest Paid,0.06,credit,Interest Income,Investor Checking,,
2/29/16,Thanachart Bank M,THANACHART BANK M-MART PHUKET,143.28,debit,Uncategorized,Investor Checking,,
2/29/16,ATM Fee Refund,ATM Fee Rebate,87.95,credit,ATM Fee,Investor Checking,,
2/27/16,Vayama.Com,VAYAMA.COM 06502651856 CA,200,debit,Travel,Citi Simplicity Card,,
2/26/16,Chinaair,CHINAAIR29778031525325 SAN JOSE CA,286.98,debit,Asia Trip Paid,Citi Simplicity Card,,
2/26/16,Chinaair,CHINAAIR29778031525314 SAN JOSE CA,286.98,debit,Asia Trip Paid,Citi Simplicity Card,,
2/26/16,Bangkok Bank Br,BANGKOK BANK/BR.442 PHUKET,227.44,debit,Uncategorized,Investor Checking,,
2/26/16,Bangkok Bank Br,BANGKOK BANK/BR.442 PHUKET,286.41,debit,Uncategorized,Investor Checking,,
2/25/16,Venmo Cashout,VENMO-0 CASHOUT,1138,credit,Income,Investor Checking,,
2/24/16,Bangkok Bank Br,BANGKOK BANK/BR.442 PHUKET,89.68,debit,Uncategorized,Investor Checking,,
2/23/16,Bangkok Bank Br,BANGKOK BANK/BR.442 PHUKET,86.92,debit,Uncategorized,Investor Checking,,
2/22/16,Deposit,Electronic Deposit,862,credit,Income,Investor Checking,,
2/22/16,Bangkok Bank Br,BANGKOK BANK/BR.442 PHUKET,146.3,debit,Uncategorized,Investor Checking,,
2/22/16,Uob Thailand Uobt,UOB THAILAND UOBT ATM BANGKOK TH,61.9,debit,Cash & ATM,Investor Checking,,
2/21/16,7-Eleven,ca10000S1B8703 7-11 CHA SURATTHANI,146.3,debit,Fast Food,Investor Checking,,
2/18/16,Ca B Beach,ca10000S1B2924 BEACH RO SURATTHANI,146.46,debit,Uncategorized,Investor Checking,,
2/18/16,7-Eleven,THAI FARMERS BA 7-11 CH SURAT THANI,104.07,debit,Fast Food,Investor Checking,,
2/17/16,7-Eleven,SIAM COMMERCIA 7-11 CHA BANGKOK,146.26,debit,Fast Food,Investor Checking,,
2/15/16,Tmb Nice Pharmacy,TMB NICE PHARMACY 1 SURATTHANI (Reversal,147.71,credit,Income,Investor Checking,,
2/15/16,Tmb Nice Pharmacy,TMB NICE PHARMACY 1 SURATTHANI (Reversal,147.71,credit,Income,Investor Checking,,
2/15/16,Tmb Nice Pharmacy,TMB NICE PHARMACY 1 SURATTHANI (Reversal,147.71,credit,Income,Investor Checking,,
2/15/16,Bangkok Bank Br,BANGKOK BANK/BR.733 SURATTHANI,147.71,debit,Uncategorized,Investor Checking,,
2/15/16,Tmb Nice Pharmacy,TMB NICE PHARMACY 1 SURATTHANI,147.71,debit,Pharmacy,Investor Checking,,
2/15/16,Bangkok Bank Br,BANGKOK BANK/BR.733 SURATTHANI,31.25,debit,Uncategorized,Investor Checking,,
2/15/16,Bangkok Bank Br,BANGKOK BANK/BR.733 SURATTHANI,144.87,debit,Uncategorized,Investor Checking,,
2/15/16,Tmb Nice Pharmacy,TMB NICE PHARMACY 1 SURATTHANI,147.71,debit,Pharmacy,Investor Checking,,
2/15/16,Tmb Nice Pharmacy,TMB NICE PHARMACY 1 SURATTHANI,147.71,debit,Pharmacy,Investor Checking,,
2/14/16,ATM Taiwan Taiwan,ATM OF TAIWAN TAIWAN CO TAIPEI,30.27,debit,Cash & ATM,Investor Checking,,
2/12/16,China Trust Bank,CTCB ATM CHINA TRUST BA TAIWAN,94.07,debit,Travel,Investor Checking,,
2/11/16,ATM Taiwan Taiwan,ATM OF TAIWAN TAIWAN CO TAIPEI,30.3,debit,Cash & ATM,Investor Checking,,
2/10/16,ATM Taiwan Cathy,ATM OF TAIWAN CATHY UNI TAIPEI,90.46,debit,Travel,Investor Checking,,
2/10/16,China Trust Bank,CTCB ATM CHINA TRUST BA TAIWAN,153.78,debit,Travel,Investor Checking,,
2/7/16,Autopay Rautopay Auto,AUTOPAY 999990000052342RAUTOPAY AUTO-PMT,33,credit,Credit Card Payment,Citi Simplicity Card,,
2/6/16,China Trust Bank,CTCB ATM CHINA TRUST BA TAIWAN,182.99,debit,Financial,Investor Checking,,
2/5/16,Bank America Trialcredt,BANK OF AMERICA TRIALCREDT 160205,0.35,credit,Income,Investor Checking,,
2/5/16,Bank America Trialcredt,BANK OF AMERICA TRIALCREDT 160205,0.49,credit,Income,Investor Checking,,
2/5/16,Venmo Cashout Tran,VENMO-0 CASHOUT ~ Tran: ACHDD,1045,credit,Income,Investor Checking,,
2/4/16,Deposit,Electronic Deposit,807,credit,Income,Investor Checking,,
1/27/16,Venmo Cashout,VENMO-0 CASHOUT,138,credit,Income,Investor Checking,,
12/14/15,Transfer from CHASE COLLEGE,"ONLINE PAYMENT, THANK YOU",33,credit,Credit Card Payment,Citi Simplicity Card,,
12/9/15,Foreign Transaction Fee,FOREIGN TRANSACTION FEE,3.91,debit,Service Fee,Citi Simplicity Card,,
12/9/15,Annual Membership Fee,MEMBERSHIP FEE DEC 15-NOV 16,0,credit,Service Fee,Citi Simplicity Card,,
12/6/15,Jetstar Bbpltz Australia,JETSTAR BBPLTZ AUSTRALIA AUS,122.51,debit,Air Travel,Citi Simplicity Card,,
12/6/15,Travelfusio Jetstar Bk,Travelfusio JETSTAR BK London GBR,8.07,debit,Asia Trip Paid,Citi Simplicity Card,,
11/27/15,Deposit,Electronic Deposit,10,credit,Income,Investor Checking,,
11/24/15,Travel Insurance,TRAVEL INSURANCE POLIC 08007296021 VA,115.9,debit,Asia Trip Paid,Citi Simplicity Card,,
11/23/15,Chinaair,CHINAAIR29781510913210 SAN JOSE CA,1007.82,debit,Asia Trip Paid,Citi Simplicity Card,,
11/23/15,Chinaair,CHINAAIR29781510913221 SAN JOSE CA,1007.82,debit,Asia Trip Paid,Citi Simplicity Card,,
